"Source";"nr.results"
"Another look at the job satisfaction-life satisfaction relationship  EBSCOhost";1
"Another look at why people are reluctant to exchange lottery tickets  EBSCOhost";13
"Another Look Inside the Gap  Ecological Contributions to the Transmission o...  EBSCOhost";8
"Another source of individual differences  Strategy adaptivity to changing r...  EBSCOhost";1
"Antagonistic pleiotropy at the human IL6 promoter confers genetic resilienc...  EBSCOhost";7
"Antecedent- and response-focused emotion regulation  Divergent consequences...  EBSCOhost";9
"Antecedents and Consequences of Customer-Company Identification  Expanding ...  EBSCOhost";1
"Antecedents and consequences of emotional display rule perceptions  EBSCOhost";8
"Antecedents and consequences of mothers' autonomy support  An experimental ...  EBSCOhost";41
"Antecedents and consequences of psychological and team empowerment in organ...  EBSCOhost";3
"Antecedents and outcomes of coping behaviors among unemployed and reemploye...  EBSCOhost";9
"Antecedents and outcomes of organizational support for development  The cri...  EBSCOhost";7
"Antecedents and outcomes of union loyalty  A constructive replication and a...  EBSCOhost";3
"Antecedents and outcomes of work-family conflict  Testing a model of the wo...  EBSCOhost";2
"Antecedents of adult interpersonal functioning  Effects of individual diffe...  EBSCOhost";1
"Antecedents of bridge employment  A longitudinal investigation  EBSCOhost";2
"Antecedents of complex social cognitions  EBSCOhost";13
"Antecedents of coworker trust  Leaders' blessings  EBSCOhost";2
"Antecedents of influence outcomes  EBSCOhost";6
"Antecedents of team potency and team effectiveness  An examination of goal ...  EBSCOhost";4
"Anti-Black prejudice as a function of exposure to the negative behavior of ...  EBSCOhost";29
"Anti-Expression Aftereffects Reveal Prototype-Referenced Coding of Facial Expressions";1
"Anticipating by Pigeons Depends on Local Statistical Information in a Seria...  EBSCOhost";12
"Anticipatory Anxiety Hinders Detection of a Second Target in Dual-Target Search";8
"Anticipatory immune suppression and nausea in women receiving cyclic chemot...  EBSCOhost";5
"Anticipatory nausea and vomiting in cancer patients  EBSCOhost";6
"Anticipatory processing in transcription typing  EBSCOhost";5
"Antidepressant pharmacotherapy helps some cigarette smokers more than other...  EBSCOhost";3
"Antigravity Hills are Visual Illusions";2
"Antipathetic relationships in child and adolescent development  A meta-anal...  EBSCOhost";14
"Anxiety and depression in children and adolescents  Negative affectivity an...  EBSCOhost";14
"Anxiety and depression in mothers of children undergoing bone marrow transp...  EBSCOhost";14
"Anxiety and depression in transgender individuals  The roles of transition ...  EBSCOhost";32
"Anxiety and eating behavior in obese and nonobese American Indians and Whit...  EBSCOhost";10
"Anxiety and related outcomes in young adults 7 to 19 years after receiving ...  EBSCOhost";11
"Anxiety and self-disclosure  Toward a motivational model  EBSCOhost";38
"Anxiety and the interpretation of ambiguous information  Beyond the emotion...  EBSCOhost";47
"Anxiety as a predictor of behavioral therapy outcome for cancer chemotherap...  EBSCOhost";11
"Anxiety Moderates the Interplay Between Cognitive and Affective Processing";8
"Anxiety, advice, and the ability to discern  Feeling anxious motivates indi...  EBSCOhost";61
"Anxiety, alcohol, aphasia, and ums  EBSCOhost";20
"Anxious solitude and peer exclusion predict social helplessness, upset affe...  EBSCOhost";45
"Anxious uncertainty and reactive approach motivation (RAM)  EBSCOhost";10
"APA presidential addresses  The relation of integrative complexity to histo...  EBSCOhost";7
"Apocalypse Soon ";9
"Apology as aggression control  Its role in mediating appraisal of and respo...  EBSCOhost";6
"Apparent Universality of Positive Implicit Self-Esteem";2
"Appeals to image and claims about quality  Understanding the psychology of ...  EBSCOhost";12
"Appearance-reality distinction  Children's understanding of the physical an...  EBSCOhost";27
"Appearing Truthful Generalizes Across Different Deception Situations  EBSCOhost";2
"Applicant reactions to face-to-face and technology-mediated interviews  A f...  EBSCOhost";26
"Applicant reactions to test scores banding in entry-level and promotional c...  EBSCOhost";15
"Applicant self-selection  Correlates of withdrawal from a multiple hurdle p...  EBSCOhost";28
"Applicants' reactions to the fairness of selection procedures  The effects ...  EBSCOhost";7
"Application of social learning theory to employee self-management of attend...  EBSCOhost";6
"Applications of the self-awareness model of alcohol consumption  Predicting...  EBSCOhost";26
"Applying the attractor field model to social cognition  Perceptual discrimi...  EBSCOhost";21
"Applying the value of equality unequally  Effects of value instantiations t...  EBSCOhost";39
"Applying trained skills on the job  The importance of the work environment  EBSCOhost";5
"Appraisal of life change, depression, and illness in hardy and nonhardy wom...  EBSCOhost";27
"Appraisal of published reviews of research on psychotherapy and counseling ...  EBSCOhost";1
"Appraisal, coping, and social support as mediators of well-being in Black a...  EBSCOhost";8
"Appraisals of a consistent versus a similar politician  Voter preferences a...  EBSCOhost";14
"Appraisals of control and predictability in adapting to a chronic disease  EBSCOhost";8
"Appraisals of controllability and coping in caregivers and HIV+ men  Testin...  EBSCOhost";2
"Appraisals of emotion-eliciting events  Testing a theory of discrete emotio...  EBSCOhost";4
"Appraisals of marital conflict and children's adjustment, health, and physi...  EBSCOhost";3
"Appraised changeability of a stressor as a modifier of the relationship bet...  EBSCOhost";15
"Approach-avoidance motivation in personality  Approach and avoidance temper...  EBSCOhost";15
"Approach-withdrawal and cerebral asymmetry  Emotional expression and brain ...  EBSCOhost";11
"Approach and avoidance  The influence of proprioceptive and exteroceptive c...  EBSCOhost";10
"Approach and avoidance achievement goals and intrinsic motivation  A mediat...  EBSCOhost";41
"Approach and avoidance motivation in psychopathic criminal offenders during...  EBSCOhost";17
"Approach and avoidance strength during goal attainment  Regulatory focus an...  EBSCOhost";29
"Approach versus avoidance  Different types of commitment in intimate relati...  EBSCOhost";16
"Aptitude–treatment interactions based on clients' assimilation of their pre...  EBSCOhost";5
"Arabic number reading  On the nature of the numerical scale and the origin ...  EBSCOhost";5
"Arbitrary Social Norms Influence Sex Differences in Romantic Selectivity";3
"Arbitration and distributive justice  Equity or equality   EBSCOhost";17
"Are 2D 4D finger-length ratios related to sexual orientation  Yes for men, ...  EBSCOhost";21
"Are affective events richly recollected or simply familiar  The experience ...  EBSCOhost";59
"Are all cognitive therapies alike  A comparison of cognitive and noncogniti...  EBSCOhost";23
"Are all interventions created equal  A multi-threat approach to tailoring s...  EBSCOhost";20
"Are associations between parental divorce and children's adjustment genetic...  EBSCOhost";24
"Are black-white differences in females' body dissatisfaction decreasing  A ...  EBSCOhost";3
"Are cardiovascular reactors to asocial stress also reactors to social stres...  EBSCOhost";5
"Are Coarse Scales Sufficient for Fast Detection of Visual Threat ";2
"Are Common Language Effect Sizes Easier to Understand Than Traditional Effe...  EBSCOhost";7
"Are cultural characteristics associated with the relationship between self ...  EBSCOhost";7
"Are East Asian versus American differences in arithmetical ability a recent...  EBSCOhost";25
"Are Effortful and Reactive Control Unique Constructs in Young Children   EBSCOhost";9
"Are Eyes Windows to a Deceiver's Soul  Children's Use of Another's Eye Gaze...  EBSCOhost";11
"Are female managers quitters  The relationships of gender, promotions, and ...  EBSCOhost";20
"Are Forensic Experts Biased by the Side That Retained Them ";12
"Are health and happiness the product of wisdom  The relationship of general...  EBSCOhost";4
"Are max-specified infant facial expressions during face-to-face interaction...  EBSCOhost";12
"Are measures of self-esteem, neuroticism, locus of control, and generalized...  EBSCOhost";9
"Are names ever mapped onto preexisting categories   EBSCOhost";15
"Are Normal Narcissists Psychologically Healthy   Self-Esteem Matters  EBSCOhost";27
"Are numbers gendered   EBSCOhost";18
"Are parents' gender schemas related to their children's gender-related cogn...  EBSCOhost";5
"Are people excessive or judicious in their egocentrism  A modeling approach...  EBSCOhost";38
"Are performance appraisal ratings from different rating sources comparable   EBSCOhost";1
"Are Plasma Oxytocin in Women and Plasma Vasopressin in Men Biomarkers of Distressed Pair-Bond Relationships ";5
"Are premarital prevention programs reaching couples at risk for marital dys...  EBSCOhost";8
"Are Probabilities Overweighted or Underweighted When Rare Outcomes Are Experienced (Rarely) ";13
"Are rating dimensions in assessment centers transparent for participants  C...  EBSCOhost";2
"Are Representations in Working Memory Distinct From Representations in Long-Term Memory ";13
"Are self-enhancing cognitions associated with healthy or unhealthy biologic...  EBSCOhost";32
"Are shame and guilt related to distinct self-discrepancies  A test of Higgi...  EBSCOhost";1
"Are shame, guilt, and embarrassment distinct emotions   EBSCOhost";1
"Are shy people reluctant to ask for help   EBSCOhost";17
"Are smaller weight losses or more achievable weight loss goals better in th...  EBSCOhost";12
"Are smiles a sign of happiness  Gold medal winners at the Olympic Games  EBSCOhost";7
"Are stereotypes of nationalities applied to both women and men   EBSCOhost";20
"Are the Characteristics of Narrative Comments Related to Improvement in Mul...  EBSCOhost";1
